vehicle_id,Hired Status
SHB1458B,Unhired
SHB1608K,Unhired
SHB1624M,Unhired
SHB1628C,Unhired
SHB1633L,Unhired
SHB1638Z,Unhired
SHB1645C,Unhired
SHB1651J,Unhired
SHB1666S,Unhired
SHB1680A,Unhired
SHB1703T,Unhired
SHB1705M,Unhired
SHB1706K,Unhired
SHB1711U,Unhired
SHB1721R,Unhired
SHB1724H,Unhired
SHB1734D,Unhired
SHB1745Y,Unhired
SHB1755T,Unhired
SHB1759H,Unhired
SHB1770Z,Unhired
SHB1774M,Unhired
SHB1790R,Unhired
SHB1791M,Unhired
SHB1793H,Unhired
SHB17Y,Unhired
SHB1802R,Unhired
SHB1803M,Unhired
SHB1805H,Unhired
SHB1811P,Unhired
SHB1849G,Unhired
SHB1857H,Unhired
SHB1860Y,Unhired
SHB1861U,Unhired
SHB1865J,Unhired
SHB1869Z,Unhired
SHB1870T,Unhired
SHB1879U,Unhired
SHB1880P,Unhired
SHB1885B,Unhired
SHB1901M,Unhired
SHB1902K,Unhired
SHB1909S,Unhired
SHB190D,Unhired
SHB1910L,Unhired
SHB1918R,Unhired
SHB191B,Unhired
SHB1933X,Unhired
SHB1935R,Unhired
SHB1941Y,Unhired
SHB1960S,Unhired
SHB1962L,Unhired
SHB1969T,Unhired
SHB196M,Unhired
SHB197K,Unhired
SHB1981G,Unhired
SHB1982D,Unhired
SHB1989K,Unhired
SHB1991C,Unhired
SHB203B,Unhired
SHB218J,Unhired
SHB219G,Unhired
SHB229C,Unhired
SHB270G,Unhired
SHB277M,Unhired
SHB281A,Unhired
SHB287J,Unhired
SHB310A,Unhired
SHB313S,Unhired
SHB358M,Unhired
SHB360E,Unhired
SHB365S,Unhired
SHB375M,Unhired
SHB376K,Unhired
SHB378E,Unhired
SHB382S,Unhired
SHB384L,Unhired
SHB386G,Unhired
SHB393K,Unhired
SHB401X,Unhired
SHB422K,Unhired
SHB426A,Unhired
SHB428U,Unhired
SHB429S,Unhired
SHB434B,Unhired
SHB439M,Unhired
SHB440H,Unhired
SHB444Y,Unhired
SHB450D,Unhired
SHB455R,Unhired
SHB461Y,Unhired
SHB469B,Unhired
SHB479Y,Unhired
SHB485D,Unhired
SHB496Y,Unhired
SHB5004B,Unhired
SHB5006X,Unhired
SHB5021B,Unhired
SHB5028H,Unhired
SHB5048A,Unhired
SHB5057Z,Unhired
SHB507A,Unhired
SHB5081C,Unhired
SHB5093T,Unhired
SHB512J,Unhired
SHB513G,Unhired
SHB5143H,Unhired
SHB5234D,Unhired
SHB5263U,Unhired
SHB5293H,Unhired
SHB530G,Unhired
SHB5321K,Unhired
SHB5333B,Unhired
SHB533Z,Unhired
SHB5353T,Unhired
SHB5359C,Unhired
SHB5361U,Unhired
SHB5363P,Unhired
SHB537M,Unhired
SHB5384D,Unhired
SHB540C,Unhired
SHB543U,Unhired
SHB5447G,Unhired
SHB545P,Unhired
SHB5500K,Unhired
SHB5512B,Unhired
SHB551X,Unhired
SHB5541S,Unhired
SHB5567T,Unhired
SHB559A,Unhired
SHB5611Z,Unhired
SHB5617H,Unhired
SHB5646Z,Unhired
SHB5652E,Unhired
SHB569X,Unhired
SHB572K,Unhired
SHB573H,Unhired
SHB5748M,Unhired
SHB574E,Unhired
SHB5753Y,Unhired
SHB575C,Unhired
SHB577Y,Unhired
SHB578U,Unhired
SHB5794D,Unhired
SHB579S,Unhired
SHB581J,Unhired
SHB590H,Unhired
SHB5930C,Unhired
SHB5932Y,Unhired
SHB594Y,Unhired
SHB5952P,Unhired
SHB5968U,Unhired
SHB5973D,Unhired
SHB5986S,Unhired
SHB599J,Unhired
SHB601K,Unhired
SHB604C,Unhired
SHB605A,Unhired
SHB609P,Unhired
SHB610J,Unhired
SHB612D,Unhired
SHB615X,Unhired
SHB616T,Unhired
SHB618M,Unhired
SHB622A,Unhired
SHB627L,Unhired
SHB630B,Unhired
SHB644L,Unhired
SHB650T,Unhired
SHB661L,Unhired
SHB664D,Unhired
SHB669R,Unhired
SHB670K,Unhired
SHB676U,Unhired
SHB678P,Unhired
SHB683Z,Unhired
SHB684X,Unhired
SHB691A,Unhired
SHB692Y,Unhired
SHB695P,Unhired
SHB699D,Unhired
SHB700H,Unhired
SHB701E,Unhired
SHB709J,Unhired
SHB712Z,Unhired
SHB714T,Unhired
SHB721Y,Unhired
SHB723S,Unhired
SHB725L,Unhired
SHB738A,Unhired
SHB742L,Unhired
SHB746B,Unhired
SHB757U,Unhired
SHB760J,Unhired
SHB761G,Unhired
SHB766T,Unhired
SHB769K,Unhired
SHB772A,Unhired
SHB774U,Unhired
SHB776P,Unhired
SHB779G,Unhired
SHB787H,Unhired
SHB799Z,Unhired
SHB7B,Unhired
SHB803U,Unhired
SHB822P,Unhired
SHB834E,Unhired
SHB852C,Unhired
SHB869E,Unhired
SHB873S,Unhired
SHB877G,Unhired
SHB880X,Unhired
SHB882R,Unhired
SHB906G,Unhired
SHB907D,Unhired
SHB913K,Unhired
SHB925B,Unhired
SHB938P,Unhired
SHB939L,Unhired
SHB952Y,Unhired
SHB958G,Unhired
SHB96T,Unhired
SHB971S,Unhired
SHB973L,Unhired
SHB991J,Unhired
SHB995Z,Unhired
SHC4011G,Unhired
SHC4094S,Unhired
SHC4109J,Unhired
SHC4125L,Unhired
SHC4135H,Unhired
SHC4200C,Unhired
SHC4209D,Unhired
SHC4323G,Unhired
SHC4463K,Unhired
SHC4465E,Unhired
SHC4484A,Unhired
SHC4485Y,Unhired
SHC4486U,Unhired
SHC4493Z,Unhired
SHC4498K,Unhired
SHC4502G,Unhired
SHC4506X,Unhired
SHC4508R,Unhired
SHC4513A,Unhired
SHC4514Y,Unhired
SHC4516S,Unhired
SHC4525R,Unhired
SHC4533S,Unhired
SHC4536J,Unhired
SHC4541T,Unhired
SHC4543M,Unhired
SHC4549Y,Unhired
SHC4553J,Unhired
SHC4561K,Unhired
SHC4562H,Unhired
SHC4563E,Unhired
SHC4564C,Unhired
SHC4570J,Unhired
SHC4571G,Unhired
SHC4572D,Unhired
SHC4574Z,Unhired
SHC4575X,Unhired
SHC4576T,Unhired
SHC4577R,Unhired
SHC4582A,Unhired
SHC4584U,Unhired
SHC4585S,Unhired
SHC4586P,Unhired
SHC4589G,Unhired
SHC4592X,Unhired
SHC4593T,Unhired
SHC4594R,Unhired
SHC4596K,Unhired
SHC4602B,Unhired
SHC4603Z,Unhired
SHC4606R,Unhired
SHC4610C,Unhired
SHC4611A,Unhired
SHC4613U,Unhired
SHC4620Z,Unhired
SHC4621X,Unhired
SHC4623R,Unhired
SHC4624M,Unhired
SHC4625K,Unhired
SHC4626H,Unhired
SHC4627E,Unhired
SHC4630U,Unhired
SHC4631S,Unhired
SHC4635G,Unhired
SHC4636D,Unhired
SHC4638Z,Unhired
SHC4640R,Unhired
SHC4641M,Unhired
SHC4644E,Unhired
SHC4646A,Unhired
SHC4647Y,Unhired
SHC4648U,Unhired
SHC4649S,Unhired
SHC4650L,Unhired
SHC4652G,Unhired
SHC4658R,Unhired
SHC4659M,Unhired
SHC4661E,Unhired
SHC4662C,Unhired
SHC4663A,Unhired
SHC4665U,Unhired
SHC4668L,Unhired
SHC4669J,Unhired
SHC4670D,Unhired
SHC4672Z,Unhired
SHC4675R,Unhired
SHC4676M,Unhired
SHC4677K,Unhired
SHC4679E,Unhired
SHC4680A,Unhired
SHC4681Y,Unhired
SHC4683S,Unhired
SHC4686J,Unhired
SHC4688D,Unhired
SHC4689B,Unhired
SHC4693M,Unhired
SHC4695H,Unhired
SHC4697C,Unhired
SHC4700B,Unhired
SHC4704R,Unhired
SHC4708E,Unhired
SHC4710Y,Unhired
SHC4715J,Unhired
SHC4719Z,Unhired
SHC4721R,Unhired
SHC4725E,Unhired
SHC4726C,Unhired
SHC4737X,Unhired
SHC4739R,Unhired
SHC4740K,Unhired
SHC4742E,Unhired
SHC4743C,Unhired
SHC4744A,Unhired
SHC4750G,Unhired
SHC4753Z,Unhired
SHC4763U,Unhired
SHC4771X,Unhired
SHC4772T,Unhired
SHC4778C,Unhired
SHC4784J,Unhired
SHC4785G,Unhired
SHC4796A,Unhired
SHC4838M,Unhired
SHC4845S,Unhired
SHC4857H,Unhired
SHC4865J,Unhired
SHC4879U,Unhired
SHC4887X,Unhired
SHC4889R,Unhired
SHC4892E,Unhired
SHC4908U,Unhired
SHC4915Z,Unhired
SHC4918R,Unhired
SHC4919M,Unhired
SHC4940A,Unhired
SHC4955H,Unhired
SHC4965D,Unhired
SHC4977U,Unhired
SHC4996P,Unhired
SHC4999G,Unhired
SHC5000G,Unhired
SHD6002P,Unhired
SHD6003L,Unhired
SHD6007B,Unhired
SHD6021J,Unhired
SHD6023D,Unhired
SHD6025Z,Unhired
SHD6026X,Unhired
SHD6034Y,Unhired
SHD6035U,Unhired
SHD6037P,Unhired
SHD6039J,Unhired
SHD6044T,Unhired
SHD6049E,Unhired
SHD6050A,Unhired
SHD6051Y,Unhired
SHD6076B,Unhired
SHD6078X,Unhired
SHD6101L,Unhired
SHD6104D,Unhired
SHD6109R,Unhired
SHD6121D,Unhired
SHD6151S,Unhired
SHD6159X,Unhired
SHD6171J,Unhired
SHD6210E,Unhired
SHD6222X,Unhired
SHD6225M,Unhired
SHD6228E,Unhired
SHD6242M,Unhired
SHD6249U,Unhired
SHD6253G,Unhired
SHD6255B,Unhired
SHD6266U,Unhired
SHD6267S,Unhired
SHD6278K,Unhired
SHD6283U,Unhired
SHD6289D,Unhired
SHD6296H,Unhired
SHD6317G,Unhired
SHD6327C,Unhired
SHD6338X,Unhired
SHD6340M,Unhired
SHD6345A,Unhired
SHD6346Y,Unhired
SHD6350J,Unhired
SHD6356T,Unhired
SHD6403R,Unhired
SHD6413L,Unhired
SHD6420R,Unhired
SHD6426A,Unhired
SHD6433D,Unhired
SHD6439M,Unhired
SHD6449J,Unhired
SHD6481P,Unhired
SHD6500T,Unhired
SHF1003J,Unhired
SHF1004G,Unhired
SHF1007Z,Unhired
SHF1008X,Unhired
SHF1010M,Unhired
SHF1011K,Unhired
SHF1013E,Unhired
SHF1015A,Unhired
SHF1017U,Unhired
SHF1018S,Unhired
SHF1019P,Unhired
SHF1020J,Unhired
SHF1021G,Unhired
SHF1022D,Unhired
SHF1024Z,Unhired
SHF1025X,Unhired
SHF1028M,Unhired
SHF1030E,Unhired
SHF1032A,Unhired
SHF1033Y,Unhired
SHF1034U,Unhired
SHF1035S,Unhired
SHF1036P,Unhired
SHF1038J,Unhired
SHF1041Z,Unhired
SHF129L,Unhired
SHF12P,Unhired
SHF177Y,Unhired
SHF178U,Unhired
SHF185Z,Unhired
SHF223Y,Unhired
SHF226P,Unhired
SHF227L,Unhired
SHF23H,Unhired
SHF243P,Unhired
SHF251R,Unhired
SHF272E,Unhired
SHF275Y,Unhired
SHF285T,Unhired
SHF287M,Unhired
SHF291A,Unhired
SHF293U,Unhired
SHF299D,Unhired
SHF300H,Unhired
SHF302C,Unhired
SHF304Y,Unhired
SHF309J,Unhired
SHF318H,Unhired
SHF319E,Unhired
SHF320A,Unhired
SHF326J,Unhired
SHF33D,Unhired
SHF347Z,Unhired
SHF34B,Unhired
SHF35Z,Unhired
SHF367R,Unhired
SHF421S,Unhired
SHF422P,Unhired
SHF424J,Unhired
SHF425G,Unhired
SHF427B,Unhired
SHF428Z,Unhired
SHF429X,Unhired
SHF431M,Unhired
SHF432K,Unhired
SHF433H,Unhired
SHF471Y,Unhired
SHF472U,Unhired
SHF474P,Unhired
SHF475L,Unhired
SHF476J,Unhired
SHF478D,Unhired
SHF480X,Unhired
SHF481T,Unhired
SHF482R,Unhired
SHF483M,Unhired
SHF484K,Unhired
SHF488A,Unhired
SHF491P,Unhired
SHF492L,Unhired
SHF493J,Unhired
SHF494G,Unhired
SHF495D,Unhired
SHF497Z,Unhired
SHF498X,Unhired
SHF499T,Unhired
SHF500Y,Unhired
SHF62U,Unhired
SHF63S,Unhired
SHF68D,Unhired
SHF95A,Unhired
